step= 0  t=0.000  (-1.999, 0.000)  (-1.826, -0.813)  (-1.338, -1.486)  (-0.618, -1.901)  (0.209, -1.988)  (1.000, -1.731)  (1.617, -1.175)  (1.956, -0.416)  (1.956, 0.416)  (1.617, 1.175)  (1.000, 1.731)  (0.209, 1.988)  (-0.618, 1.901)  (-1.338, 1.486)  (-1.826, 0.813)
step= 21  t=21.000  (-1.999, 0.000)  (-1.826, -0.813)  (-1.338, -1.486)  (-0.618, -1.901)  (0.209, -1.988)  (1.000, -1.731)  (1.617, -1.175)  (1.956, -0.416)  (1.956, 0.416)  (1.617, 1.175)  (1.000, 1.731)  (0.209, 1.988)  (-0.618, 1.901)  (-1.338, 1.486)  (-1.826, 0.813)
step= 22  t=22.000  (-1.999, 0.000)  (-1.826, -0.813)  (-1.338, -1.486)  (-0.618, -1.901)  (0.209, -1.988)  (1.000, -1.731)  (1.617, -1.175)  (1.956, -0.416)  (1.956, 0.416)  (1.617, 1.175)  (1.000, 1.731)  (0.209, 1.988)  (-0.618, 1.901)  (-1.338, 1.486)  (-1.826, 0.813)
step= 23  t=23.000  (-1.999, 0.000)  (-1.826, -0.813)  (-1.338, -1.486)  (-0.618, -1.901)  (0.209, -1.988)  (1.000, -1.731)  (1.617, -1.175)  (1.956, -0.416)  (1.956, 0.416)  (1.617, 1.175)  (1.000, 1.731)  (0.209, 1.988)  (-0.618, 1.901)  (-1.338, 1.486)  (-1.826, 0.813)
step= 24  t=24.000  (-1.999, 0.000)  (-1.826, -0.813)  (-1.338, -1.486)  (-0.618, -1.901)  (0.209, -1.988)  (1.000, -1.731)  (1.617, -1.175)  (1.956, -0.416)  (1.956, 0.416)  (1.617, 1.175)  (1.000, 1.731)  (0.209, 1.988)  (-0.618, 1.901)  (-1.338, 1.486)  (-1.826, 0.813)
step= 25  t=25.000  (-1.999, 0.000)  (-1.826, -0.813)  (-1.338, -1.486)  (-0.618, -1.901)  (0.209, -1.988)  (1.000, -1.731)  (1.617, -1.175)  (1.956, -0.416)  (1.956, 0.416)  (1.617, 1.175)  (1.000, 1.731)  (0.209, 1.988)  (-0.618, 1.901)  (-1.338, 1.486)  (-1.826, 0.813)
step= 26  t=26.000  (-1.999, 0.000)  (-1.826, -0.813)  (-1.338, -1.486)  (-0.618, -1.901)  (0.209, -1.988)  (1.000, -1.731)  (1.617, -1.175)  (1.956, -0.416)  (1.956, 0.416)  (1.617, 1.175)  (1.000, 1.731)  (0.209, 1.988)  (-0.618, 1.901)  (-1.338, 1.486)  (-1.826, 0.813)
step= 27  t=27.000  (-1.999, 0.000)  (-1.826, -0.813)  (-1.338, -1.486)  (-0.618, -1.901)  (0.209, -1.988)  (1.000, -1.731)  (1.617, -1.175)  (1.956, -0.416)  (1.956, 0.416)  (1.617, 1.175)  (1.000, 1.731)  (0.209, 1.988)  (-0.618, 1.901)  (-1.338, 1.486)  (-1.826, 0.813)
step= 28  t=28.000  (-1.999, 0.000)  (-1.826, -0.813)  (-1.338, -1.486)  (-0.618, -1.901)  (0.209, -1.988)  (0.999, -1.731)  (1.617, -1.175)  (1.956, -0.416)  (1.955, 0.416)  (1.617, 1.175)  (0.999, 1.731)  (0.209, 1.988)  (-0.618, 1.901)  (-1.338, 1.485)  (-1.826, 0.813)
step= 29  t=29.000  (-1.999, 0.000)  (-1.826, -0.813)  (-1.338, -1.486)  (-0.618, -1.901)  (0.209, -1.988)  (1.000, -1.731)  (1.617, -1.175)  (1.956, -0.416)  (1.956, 0.416)  (1.617, 1.175)  (0.999, 1.731)  (0.209, 1.988)  (-0.618, 1.901)  (-1.338, 1.486)  (-1.826, 0.813)
step= 30  t=30.000  (-1.999, 0.000)  (-1.826, -0.813)  (-1.338, -1.486)  (-0.618, -1.901)  (0.209, -1.988)  (1.000, -1.731)  (1.618, -1.175)  (1.956, -0.416)  (1.956, 0.416)  (1.617, 1.175)  (1.000, 1.731)  (0.209, 1.988)  (-0.618, 1.901)  (-1.338, 1.486)  (-1.826, 0.813)
step= 31  t=31.000  (-1.999, 0.000)  (-1.826, -0.813)  (-1.338, -1.486)  (-0.618, -1.901)  (0.209, -1.988)  (1.000, -1.731)  (1.617, -1.175)  (1.956, -0.416)  (1.956, 0.416)  (1.620, 1.166)  (1.000, 1.731)  (0.209, 1.988)  (-0.618, 1.901)  (-1.338, 1.486)  (-1.830, 0.802)
step= 32  t=32.000  (-1.957, 0.031)  (-1.822, -0.817)  (-1.257, -1.473)  (0.343, 0.085)  (0.187, -1.991)  (0.976, -1.746)  (1.604, -1.195)  (1.925, -0.432)  (1.954, 0.428)  (1.589, 1.159)  (0.964, 1.643)  (0.164, 1.938)  (-0.527, 1.587)  (-1.021, 1.005)  (-1.765, 0.781)
step= 33  t=33.000  (-1.791, 0.090)  (-1.132, -0.684)  (-1.343, -1.412)  (-0.253, -0.882)  (0.255, -1.980)  (0.975, -1.746)  (1.586, -1.218)  (1.756, -0.357)  (1.950, 0.442)  (1.501, 1.094)  (-0.704, -0.621)  (-0.766, 0.784)  (-0.470, 1.724)  (-0.986, 1.176)  (-1.804, 0.647)
step= 34  t=34.000  (-1.772, 0.029)  (-1.354, -0.527)  (-1.405, -1.252)  (-0.498, -1.466)  (0.257, -1.983)  (0.984, -1.741)  (1.490, -1.274)  (1.699, -0.358)  (1.958, 0.409)  (1.488, 1.002)  (-0.122, -0.259)  (-0.271, 1.268)  (-0.530, 1.544)  (-0.950, 1.276)  (-1.877, 0.691)
step= 35  t=35.000  (-1.771, 0.081)  (-1.369, -0.550)  (-1.380, -1.127)  (-0.529, -1.756)  (0.260, -1.958)  (0.940, -1.765)  (1.433, -1.302)  (1.582, -0.409)  (1.981, 0.275)  (1.645, 0.777)  (0.380, 0.352)  (-0.185, 1.573)  (-0.487, 1.564)  (-0.940, 1.346)  (-1.898, 0.631)
step= 36  t=36.000  (-1.732, 0.086)  (-1.299, -0.668)  (-1.450, -1.018)  (-0.694, -1.664)  (0.315, -1.922)  (0.905, -1.745)  (1.370, -1.353)  (1.488, -0.439)  (1.983, 0.256)  (1.706, 0.615)  (0.933, 0.939)  (-0.068, 1.743)  (-0.511, 1.528)  (-0.907, 1.436)  (-1.904, 0.612)
step= 37  t=37.000  (-1.915, 0.402)  (-1.108, -0.790)  (-1.449, -0.735)  (-0.713, -1.546)  (0.337, -1.854)  (0.895, -1.703)  (1.311, -1.368)  (1.412, -0.500)  (1.993, 0.171)  (1.616, 0.545)  (1.058, 1.524)  (-0.079, 1.599)  (-0.467, 1.613)  (-0.717, 1.325)  (-1.903, 0.614)
step= 38  t=38.000  (-1.920, 0.560)  (-0.860, -0.712)  (-1.563, -0.397)  (-0.630, -1.545)  (0.148, -1.659)  (0.693, -1.518)  (1.273, -1.522)  (1.285, -0.289)  (1.979, 0.288)  (1.657, 0.364)  (0.993, 1.736)  (-0.010, 1.500)  (-0.285, 1.485)  (-0.833, 1.431)  (-1.683, 0.485)
step= 39  t=39.000  (-1.659, 0.357)  (0.928, 0.084)  (-1.674, -0.381)  (-0.633, -1.445)  (0.143, -1.646)  (0.473, -1.276)  (1.083, -1.682)  (1.338, -0.204)  (1.763, 0.380)  (1.653, 0.173)  (0.889, 1.713)  (-0.788, 1.039)  (-0.038, 1.341)  (-0.892, 1.738)  (-1.576, 0.330)
step= 40  t=40.000  (-1.820, 0.316)  (0.523, 0.655)  (-1.882, -0.676)  (-0.713, -1.101)  (0.201, -1.748)  (0.419, -1.110)  (0.474, -1.943)  (1.169, -0.195)  (1.667, 0.444)  (1.566, 0.144)  (0.736, 1.678)  (-0.933, 0.794)  (0.087, 1.175)  (-0.531, 1.928)  (-0.863, 0.059)
step= 41  t=41.000  (-1.964, 0.242)  (0.036, 0.401)  (-1.869, -0.711)  (-0.779, -0.953)  (0.423, -1.897)  (0.504, -0.964)  (1.079, -1.684)  (1.090, -0.069)  (1.953, 0.430)  (1.433, 0.409)  (0.284, 0.753)  (-0.574, 1.029)  (-0.156, 1.520)  (-0.790, 1.508)  (-1.451, -0.133)
step= 42  t=42.000  (-1.998, 0.094)  (-0.616, 0.289)  (-1.750, -0.968)  (-1.004, -1.273)  (0.181, -1.947)  (0.735, -1.042)  (1.232, -1.575)  (1.112, -0.296)  (1.953, 0.430)  (1.444, 0.864)  (0.513, 0.918)  (-0.381, 1.382)  (-0.099, 1.683)  (-1.104, 1.521)  (-1.165, 0.258)
step= 43  t=43.000  (-1.994, 0.154)  (-1.523, -0.381)  (-1.654, -1.124)  (-1.112, -1.536)  (0.163, -1.825)  (0.905, -1.494)  (1.086, -1.680)  (1.866, -0.479)  (1.953, 0.430)  (1.523, 1.256)  (0.893, 1.542)  (-0.286, 1.495)  (-0.508, 1.702)  (-1.400, 1.428)  (-1.134, 0.372)
step= 44  t=44.000  (-1.995, 0.140)  (-1.590, -1.005)  (-1.208, -1.593)  (-1.062, -1.622)  (0.195, -1.990)  (1.018, -1.721)  (1.613, -1.182)  (1.957, -0.409)  (1.953, 0.430)  (1.549, 1.264)  (0.805, 1.831)  (0.051, 1.711)  (-0.665, 1.886)  (-1.400, 1.428)  (-1.396, 0.383)
step= 45  t=45.000  (-1.998, -0.072)  (-1.473, -1.071)  (-1.208, -1.593)  (-0.551, -1.922)  (0.195, -1.990)  (1.018, -1.721)  (1.704, -1.046)  (1.957, -0.409)  (1.952, 0.429)  (1.549, 1.264)  (0.649, 1.892)  (0.322, 1.880)  (-0.665, 1.886)  (-1.400, 1.428)  (-1.649, 0.855)
step= 46  t=46.000  (-1.998, -0.072)  (-1.441, -1.067)  (-1.208, -1.593)  (-0.551, -1.922)  (0.195, -1.990)  (1.018, -1.721)  (1.704, -1.046)  (1.957, -0.409)  (1.952, 0.429)  (1.549, 1.264)  (0.552, 1.922)  (0.359, 1.967)  (-0.665, 1.886)  (-1.400, 1.428)  (-1.792, 0.887)
step= 47  t=47.000  (-1.997, -0.072)  (-1.832, -0.801)  (-1.208, -1.593)  (-0.551, -1.922)  (0.195, -1.989)  (1.018, -1.721)  (1.704, -1.046)  (1.957, -0.409)  (1.952, 0.429)  (1.549, 1.264)  (1.026, 1.716)  (0.359, 1.967)  (-0.665, 1.886)  (-1.400, 1.428)  (-1.792, 0.887)
step= 48  t=48.000  (-1.998, -0.072)  (-1.831, -0.801)  (-1.208, -1.593)  (-0.551, -1.921)  (0.195, -1.989)  (1.017, -1.721)  (1.704, -1.045)  (1.957, -0.409)  (1.952, 0.429)  (1.549, 1.264)  (1.025, 1.716)  (0.359, 1.967)  (-0.665, 1.886)  (-1.400, 1.428)  (-1.792, 0.886)
step= 49  t=49.000  (-1.998, -0.072)  (-1.831, -0.801)  (-1.208, -1.593)  (-0.551, -1.921)  (0.195, -1.989)  (1.017, -1.721)  (1.704, -1.045)  (1.957, -0.409)  (1.952, 0.429)  (1.549, 1.264)  (1.025, 1.716)  (0.359, 1.967)  (-0.665, 1.886)  (-1.399, 1.427)  (-1.792, 0.886)
step= 50  t=50.000  (-1.998, -0.072)  (-1.831, -0.801)  (-1.208, -1.593)  (-0.551, -1.921)  (0.195, -1.989)  (1.017, -1.721)  (1.704, -1.045)  (1.957, -0.409)  (1.952, 0.429)  (1.549, 1.264)  (1.025, 1.716)  (0.359, 1.967)  (-0.665, 1.886)  (-1.399, 1.427)  (-1.792, 0.886)
step= 51  t=51.000  (-1.998, -0.072)  (-1.831, -0.801)  (-1.208, -1.593)  (-0.551, -1.921)  (0.195, -1.989)  (1.017, -1.721)  (1.704, -1.045)  (1.957, -0.409)  (1.952, 0.429)  (1.549, 1.264)  (1.025, 1.716)  (0.359, 1.967)  (-0.664, 1.885)  (-1.399, 1.427)  (-1.792, 0.886)
step= 52  t=52.000  (-1.998, -0.072)  (-1.832, -0.801)  (-1.208, -1.593)  (-0.551, -1.922)  (0.195, -1.989)  (1.017, -1.721)  (1.704, -1.045)  (1.957, -0.409)  (1.952, 0.429)  (1.549, 1.264)  (1.025, 1.716)  (0.359, 1.967)  (-0.665, 1.885)  (-1.399, 1.427)  (-1.792, 0.886)
step= 53  t=53.000  (-1.998, -0.072)  (-1.832, -0.801)  (-1.208, -1.593)  (-0.551, -1.922)  (0.195, -1.989)  (1.017, -1.721)  (1.704, -1.045)  (1.957, -0.409)  (1.952, 0.429)  (1.549, 1.264)  (1.025, 1.716)  (0.359, 1.966)  (-0.665, 1.885)  (-1.399, 1.427)  (-1.792, 0.886)
step= 54  t=54.000  (-1.998, -0.072)  (-1.832, -0.801)  (-1.208, -1.593)  (-0.551, -1.922)  (0.195, -1.989)  (1.017, -1.721)  (1.704, -1.045)  (1.957, -0.409)  (1.952, 0.429)  (1.549, 1.264)  (1.025, 1.716)  (0.359, 1.966)  (-0.665, 1.885)  (-1.399, 1.427)  (-1.792, 0.886)
step= 55  t=55.000  (-1.998, -0.072)  (-1.832, -0.801)  (-1.208, -1.593)  (-0.551, -1.922)  (0.195, -1.990)  (1.017, -1.721)  (1.704, -1.045)  (1.957, -0.409)  (1.952, 0.429)  (1.549, 1.264)  (1.025, 1.716)  (0.359, 1.966)  (-0.665, 1.885)  (-1.399, 1.427)  (-1.792, 0.886)
step= 56  t=56.000  (-1.998, -0.072)  (-1.832, -0.801)  (-1.208, -1.593)  (-0.551, -1.922)  (0.195, -1.990)  (1.017, -1.721)  (1.704, -1.045)  (1.957, -0.409)  (1.953, 0.430)  (1.549, 1.264)  (1.025, 1.716)  (0.359, 1.966)  (-0.664, 1.885)  (-1.400, 1.428)  (-1.792, 0.886)
step= 57  t=57.000  (-1.998, -0.072)  (-1.832, -0.801)  (-1.208, -1.593)  (-0.551, -1.922)  (0.195, -1.990)  (1.017, -1.721)  (1.704, -1.046)  (1.957, -0.409)  (1.953, 0.430)  (1.549, 1.264)  (1.025, 1.716)  (0.359, 1.966)  (-0.664, 1.885)  (-1.400, 1.428)  (-1.792, 0.886)
step= 58  t=58.000  (-1.998, -0.072)  (-1.832, -0.801)  (-1.208, -1.593)  (-0.551, -1.922)  (0.195, -1.990)  (1.017, -1.721)  (1.704, -1.046)  (1.957, -0.409)  (1.953, 0.430)  (1.549, 1.264)  (1.025, 1.716)  (0.359, 1.966)  (-0.664, 1.885)  (-1.400, 1.428)  (-1.792, 0.887)
step= 59  t=59.000  (-1.998, -0.072)  (-1.832, -0.801)  (-1.208, -1.593)  (-0.551, -1.922)  (0.195, -1.990)  (1.017, -1.721)  (1.704, -1.046)  (1.957, -0.409)  (1.953, 0.430)  (1.549, 1.264)  (1.025, 1.716)  (0.359, 1.966)  (-0.664, 1.885)  (-1.400, 1.428)  (-1.792, 0.887)
step= 60  t=60.000  (-1.998, -0.072)  (-1.832, -0.801)  (-1.208, -1.593)  (-0.551, -1.922)  (0.195, -1.990)  (1.017, -1.721)  (1.704, -1.046)  (1.957, -0.409)  (1.953, 0.430)  (1.549, 1.264)  (1.025, 1.716)  (0.359, 1.966)  (-0.664, 1.885)  (-1.400, 1.428)  (-1.792, 0.887)
step= 61  t=61.000  (-1.998, -0.072)  (-1.832, -0.801)  (-1.208, -1.593)  (-0.551, -1.922)  (0.195, -1.990)  (1.017, -1.721)  (1.704, -1.046)  (1.957, -0.409)  (1.953, 0.430)  (1.549, 1.264)  (1.025, 1.716)  (0.359, 1.967)  (-0.665, 1.886)  (-1.400, 1.428)  (-1.792, 0.887)
step= 62  t=62.000  (-1.998, -0.072)  (-1.832, -0.801)  (-1.208, -1.593)  (-0.551, -1.922)  (0.195, -1.990)  (1.017, -1.721)  (1.704, -1.046)  (1.957, -0.409)  (1.953, 0.430)  (1.549, 1.264)  (1.025, 1.716)  (0.359, 1.967)  (-0.665, 1.886)  (-1.400, 1.428)  (-1.792, 0.887)
step= 63  t=63.000  (-1.998, -0.072)  (-1.832, -0.801)  (-1.208, -1.593)  (-0.551, -1.922)  (0.195, -1.990)  (1.017, -1.721)  (1.704, -1.046)  (1.957, -0.409)  (1.953, 0.430)  (1.549, 1.264)  (1.025, 1.716)  (0.359, 1.967)  (-0.665, 1.886)  (-1.400, 1.428)  (-1.792, 0.887)
step= 64  t=64.000  (-1.998, -0.072)  (-1.832, -0.801)  (-1.208, -1.593)  (-0.551, -1.922)  (0.195, -1.990)  (1.017, -1.721)  (1.704, -1.046)  (1.957, -0.409)  (1.953, 0.430)  (1.549, 1.264)  (1.025, 1.716)  (0.359, 1.967)  (-0.665, 1.886)  (-1.400, 1.428)  (-1.792, 0.887)
step= 65  t=65.000  (-1.998, -0.072)  (-1.832, -0.801)  (-1.208, -1.593)  (-0.551, -1.922)  (0.195, -1.990)  (1.017, -1.721)  (1.704, -1.046)  (1.957, -0.409)  (1.953, 0.430)  (1.549, 1.264)  (1.025, 1.716)  (0.359, 1.967)  (-0.665, 1.886)  (-1.400, 1.428)  (-1.792, 0.887)
step= 66  t=66.000  (-1.998, -0.072)  (-1.832, -0.801)  (-1.208, -1.593)  (-0.551, -1.922)  (0.195, -1.990)  (1.017, -1.721)  (1.704, -1.046)  (1.957, -0.409)  (1.953, 0.430)  (1.549, 1.264)  (1.025, 1.716)  (0.359, 1.967)  (-0.665, 1.886)  (-1.400, 1.428)  (-1.792, 0.887)
step= 67  t=67.000  (-1.998, -0.072)  (-1.832, -0.801)  (-1.208, -1.593)  (-0.551, -1.922)  (0.195, -1.990)  (1.017, -1.721)  (1.704, -1.046)  (1.957, -0.409)  (1.953, 0.430)  (1.549, 1.264)  (1.025, 1.716)  (0.359, 1.967)  (-0.665, 1.886)  (-1.400, 1.428)  (-1.792, 0.887)
step= 68  t=68.000  (-1.998, -0.072)  (-1.832, -0.801)  (-1.208, -1.593)  (-0.551, -1.922)  (0.195, -1.990)  (1.017, -1.721)  (1.704, -1.046)  (1.957, -0.409)  (1.953, 0.430)  (1.549, 1.264)  (1.025, 1.716)  (0.359, 1.967)  (-0.665, 1.886)  (-1.400, 1.428)  (-1.792, 0.887)
step= 69  t=69.000  (-1.998, -0.072)  (-1.832, -0.801)  (-1.208, -1.593)  (-0.551, -1.922)  (0.195, -1.990)  (1.017, -1.721)  (1.704, -1.046)  (1.957, -0.409)  (1.953, 0.430)  (1.549, 1.264)  (1.025, 1.716)  (0.359, 1.967)  (-0.665, 1.886)  (-1.400, 1.428)  (-1.792, 0.887)
step= 70  t=70.000  (-1.998, -0.072)  (-1.832, -0.801)  (-1.208, -1.593)  (-0.551, -1.922)  (0.195, -1.990)  (1.017, -1.721)  (1.704, -1.046)  (1.957, -0.409)  (1.953, 0.430)  (1.549, 1.264)  (1.025, 1.716)  (0.359, 1.967)  (-0.665, 1.886)  (-1.400, 1.428)  (-1.792, 0.887)
step= 71  t=71.000  (-1.998, -0.072)  (-1.832, -0.801)  (-1.208, -1.593)  (-0.551, -1.922)  (0.195, -1.990)  (1.017, -1.721)  (1.704, -1.046)  (1.957, -0.409)  (1.953, 0.430)  (1.549, 1.264)  (1.025, 1.716)  (0.359, 1.967)  (-0.665, 1.886)  (-1.400, 1.428)  (-1.792, 0.887)
step= 72  t=72.000  (-1.998, -0.072)  (-1.832, -0.801)  (-1.208, -1.593)  (-0.551, -1.922)  (0.195, -1.990)  (1.017, -1.721)  (1.704, -1.046)  (1.957, -0.409)  (1.953, 0.430)  (1.549, 1.264)  (1.025, 1.716)  (0.359, 1.967)  (-0.665, 1.886)  (-1.400, 1.428)  (-1.792, 0.887)
step= 73  t=73.000  (-1.998, -0.072)  (-1.832, -0.801)  (-1.208, -1.593)  (-0.551, -1.922)  (0.195, -1.990)  (1.017, -1.721)  (1.704, -1.046)  (1.957, -0.409)  (1.953, 0.430)  (1.549, 1.264)  (1.025, 1.716)  (0.359, 1.967)  (-0.665, 1.886)  (-1.400, 1.428)  (-1.792, 0.887)
step= 74  t=74.000  (-1.998, -0.072)  (-1.832, -0.801)  (-1.208, -1.593)  (-0.551, -1.922)  (0.195, -1.990)  (1.017, -1.721)  (1.704, -1.046)  (1.957, -0.409)  (1.953, 0.430)  (1.549, 1.264)  (1.025, 1.716)  (0.359, 1.967)  (-0.665, 1.886)  (-1.400, 1.428)  (-1.792, 0.887)
