step= 0  t=0.000  (-1.999, 0.000)  (-1.826, -0.813)  (-1.338, -1.486)  (-0.618, -1.901)  (0.209, -1.988)  (1.000, -1.731)  (1.617, -1.175)  (1.956, -0.416)  (1.956, 0.416)  (1.617, 1.175)  (1.000, 1.731)  (0.209, 1.988)  (-0.618, 1.901)  (-1.338, 1.486)  (-1.826, 0.813)
step= 21  t=21.000  (-1.999, 0.000)  (-1.826, -0.813)  (-1.338, -1.486)  (-0.618, -1.901)  (0.209, -1.988)  (1.000, -1.731)  (1.617, -1.175)  (1.956, -0.416)  (1.956, 0.416)  (1.617, 1.175)  (1.000, 1.731)  (0.209, 1.988)  (-0.618, 1.901)  (-1.338, 1.486)  (-1.826, 0.813)
step= 22  t=22.000  (-1.999, 0.000)  (-1.826, -0.813)  (-1.338, -1.486)  (-0.618, -1.901)  (0.209, -1.988)  (1.000, -1.731)  (1.617, -1.175)  (1.956, -0.416)  (1.956, 0.416)  (1.617, 1.175)  (1.000, 1.731)  (0.209, 1.988)  (-0.618, 1.901)  (-1.338, 1.486)  (-1.826, 0.813)
step= 23  t=23.000  (-1.999, 0.000)  (-1.826, -0.813)  (-1.338, -1.486)  (-0.618, -1.901)  (0.209, -1.988)  (1.000, -1.731)  (1.617, -1.175)  (1.956, -0.416)  (1.956, 0.416)  (1.617, 1.175)  (1.000, 1.731)  (0.209, 1.988)  (-0.618, 1.901)  (-1.338, 1.486)  (-1.826, 0.813)
step= 24  t=24.000  (-1.999, 0.000)  (-1.826, -0.813)  (-1.338, -1.486)  (-0.618, -1.901)  (0.209, -1.988)  (1.000, -1.731)  (1.617, -1.175)  (1.956, -0.416)  (1.956, 0.416)  (1.617, 1.175)  (1.000, 1.731)  (0.209, 1.988)  (-0.618, 1.901)  (-1.338, 1.486)  (-1.826, 0.813)
step= 25  t=25.000  (-1.999, 0.000)  (-1.826, -0.813)  (-1.338, -1.486)  (-0.618, -1.901)  (0.209, -1.988)  (1.000, -1.731)  (1.617, -1.175)  (1.956, -0.416)  (1.956, 0.416)  (1.617, 1.175)  (1.000, 1.731)  (0.209, 1.988)  (-0.618, 1.901)  (-1.338, 1.486)  (-1.826, 0.813)
step= 26  t=26.000  (-1.999, 0.000)  (-1.826, -0.813)  (-1.338, -1.486)  (-0.618, -1.901)  (0.209, -1.988)  (1.000, -1.731)  (1.617, -1.175)  (1.956, -0.416)  (1.956, 0.416)  (1.617, 1.175)  (1.000, 1.731)  (0.209, 1.988)  (-0.618, 1.901)  (-1.338, 1.486)  (-1.826, 0.813)
step= 27  t=27.000  (-1.999, 0.000)  (-1.826, -0.813)  (-1.338, -1.486)  (-0.618, -1.901)  (0.209, -1.988)  (1.000, -1.731)  (1.617, -1.175)  (1.956, -0.416)  (1.956, 0.416)  (1.617, 1.175)  (1.000, 1.731)  (0.209, 1.988)  (-0.618, 1.901)  (-1.338, 1.486)  (-1.826, 0.813)
step= 28  t=28.000  (-1.999, 0.000)  (-1.826, -0.813)  (-1.338, -1.486)  (-0.618, -1.901)  (0.209, -1.988)  (0.999, -1.731)  (1.617, -1.175)  (1.955, -0.416)  (1.955, 0.416)  (1.617, 1.175)  (0.999, 1.731)  (0.209, 1.988)  (-0.618, 1.901)  (-1.338, 1.486)  (-1.826, 0.813)
step= 29  t=29.000  (-1.999, 0.000)  (-1.826, -0.813)  (-1.338, -1.486)  (-0.618, -1.901)  (0.209, -1.988)  (1.000, -1.731)  (1.617, -1.175)  (1.956, -0.416)  (1.956, 0.416)  (1.617, 1.175)  (1.000, 1.731)  (0.209, 1.988)  (-0.618, 1.901)  (-1.338, 1.486)  (-1.826, 0.813)
step= 30  t=30.000  (-1.999, 0.000)  (-1.826, -0.813)  (-1.338, -1.486)  (-0.618, -1.902)  (0.209, -1.988)  (1.000, -1.731)  (1.617, -1.175)  (1.956, -0.416)  (1.956, 0.416)  (1.617, 1.175)  (1.000, 1.731)  (0.209, 1.988)  (-0.618, 1.901)  (-1.338, 1.486)  (-1.826, 0.813)
step= 31  t=31.000  (-1.999, 0.000)  (-1.826, -0.813)  (-1.338, -1.486)  (-0.618, -1.902)  (0.209, -1.988)  (1.000, -1.731)  (1.617, -1.175)  (1.956, -0.416)  (1.956, 0.416)  (1.617, 1.175)  (1.000, 1.731)  (0.209, 1.988)  (-0.618, 1.901)  (-1.338, 1.486)  (-1.826, 0.813)
step= 32  t=32.000  (-1.816, 0.030)  (-1.766, -0.768)  (-1.322, -1.456)  (-0.502, -1.466)  (0.135, -1.365)  (0.913, -1.577)  (1.506, -1.126)  (1.786, -0.360)  (1.708, 0.370)  (1.492, 1.125)  (0.908, 1.583)  (0.193, 1.935)  (-0.594, 1.840)  (-1.300, 1.448)  (-1.673, 0.773)
step= 33  t=33.000  (-1.669, 0.074)  (0.603, 1.907)  (-1.376, -1.385)  (-0.607, -1.540)  (0.106, -1.471)  (1.069, -1.622)  (1.590, -1.213)  (1.491, -0.217)  (1.615, 0.365)  (1.567, 1.242)  (0.849, 1.518)  (0.166, 1.993)  (-0.547, 1.699)  (-1.139, 1.177)  (-1.568, 0.710)
step= 34  t=34.000  (-1.900, 0.250)  (-0.642, 0.615)  (-1.336, -1.487)  (-0.559, -1.518)  (-0.056, -1.579)  (1.185, -1.602)  (1.543, -1.272)  (1.601, -0.135)  (1.622, 0.382)  (1.465, 1.208)  (0.831, 1.508)  (0.145, 1.949)  (-0.660, 1.611)  (-1.107, 1.150)  (-1.818, 0.834)
step= 35  t=35.000  (-1.752, 0.226)  (-1.203, -0.199)  (-1.434, -1.395)  (-0.548, -1.481)  (-0.093, -1.639)  (1.208, -1.585)  (1.514, -1.307)  (1.559, -0.093)  (1.488, 0.362)  (1.396, 1.174)  (0.836, 1.580)  (0.141, 1.898)  (-0.765, 1.445)  (-1.017, 1.281)  (-1.807, 0.858)
step= 36  t=36.000  (-1.706, 0.310)  (-1.507, -0.622)  (-1.408, -1.421)  (-0.523, -1.475)  (-0.124, -1.643)  (0.992, -1.469)  (1.554, -1.259)  (1.482, -0.014)  (1.456, 0.229)  (1.299, 1.181)  (0.805, 1.550)  (0.199, 1.819)  (-0.709, 1.418)  (-1.046, 1.283)  (-1.739, 0.825)
step= 37  t=37.000  (-1.622, 0.744)  (-1.671, -0.843)  (-1.407, -1.422)  (-0.611, -1.495)  (-0.007, -1.703)  (0.834, -1.406)  (1.533, -1.284)  (1.205, 0.045)  (1.375, 0.264)  (1.225, 1.180)  (0.790, 1.520)  (0.248, 1.750)  (-0.684, 1.356)  (-0.990, 1.181)  (-1.699, 0.973)
step= 38  t=38.000  (-1.531, 0.740)  (-1.803, -0.865)  (-1.403, -1.357)  (-0.626, -1.254)  (-0.145, -1.740)  (1.092, -1.347)  (1.407, -1.224)  (1.134, 0.067)  (1.386, 0.319)  (1.138, 1.133)  (0.802, 1.427)  (0.319, 1.653)  (-0.617, 1.044)  (-0.938, 1.097)  (-1.733, 0.999)
step= 39  t=39.000  (-1.490, 0.971)  (-1.751, -0.424)  (-1.356, -1.470)  (-0.688, -1.047)  (-0.200, -1.653)  (0.900, -1.072)  (1.386, -1.134)  (0.375, 0.371)  (1.340, 0.429)  (1.011, 0.986)  (0.707, 1.255)  (0.497, 1.470)  (-0.340, -1.932)  (-0.869, 1.089)  (-1.733, 0.999)
step= 40  t=40.000  (-1.454, 1.260)  (-1.745, -0.273)  (-0.860, -0.928)  (-0.794, -0.628)  (-0.633, -1.439)  (1.498, -0.941)  (1.242, -1.567)  (-0.211, 0.635)  (0.021, -0.756)  (0.576, 0.922)  (0.407, 0.766)  (0.439, 1.154)  (-0.041, -0.773)  (-0.668, 0.992)  (-1.639, 1.147)
step= 41  t=41.000  (-1.585, 1.101)  (-1.692, -0.123)  (-0.910, -0.858)  (-0.573, -0.250)  (-0.831, -1.435)  (1.626, -0.852)  (1.573, -1.235)  (-0.656, 0.923)  (0.149, -1.131)  (0.824, 0.776)  (0.977, -0.135)  (0.529, 1.658)  (0.287, -0.135)  (0.192, 0.342)  (-1.808, 0.854)
step= 42  t=42.000  (-1.651, 1.128)  (-1.734, -0.119)  (-0.649, -0.731)  (-0.953, -0.667)  (-0.976, -1.278)  (1.189, -1.088)  (1.640, -1.144)  (-0.291, 0.886)  (0.425, -1.399)  (0.909, 0.531)  (0.303, 0.254)  (0.428, 1.954)  (-0.034, 0.562)  (0.329, 0.594)  (-1.839, 0.785)
step= 43  t=43.000  (-1.640, 1.144)  (-1.865, -0.473)  (-0.882, -1.161)  (-0.792, -0.845)  (-1.009, -1.464)  (0.779, -1.506)  (1.640, -1.144)  (0.580, 0.791)  (0.414, -1.026)  (1.381, 0.766)  (-0.075, 0.834)  (0.176, 1.992)  (-0.296, 0.939)  (0.120, 0.644)  (-1.839, 0.785)
step= 44  t=44.000  (-1.629, 1.160)  (-1.779, -0.914)  (-1.029, -1.572)  (-0.419, -1.305)  (-1.030, -1.618)  (0.873, -1.738)  (1.640, -1.144)  (1.176, 0.598)  (0.255, -0.524)  (1.640, 1.144)  (0.094, 1.299)  (0.176, 1.992)  (-0.444, 1.303)  (0.047, 0.945)  (-1.839, 0.785)
step= 45  t=45.000  (-1.488, 0.543)  (-1.774, -0.922)  (-1.034, -1.573)  (-0.510, -1.887)  (-1.040, -1.547)  (0.920, -1.775)  (1.640, -1.144)  (1.868, 0.470)  (0.191, -0.243)  (1.640, 1.144)  (0.092, 1.336)  (0.176, 1.992)  (-0.573, 1.916)  (0.043, 1.078)  (-1.839, 0.785)
step= 46  t=46.000  (-1.534, -0.057)  (-1.774, -0.922)  (-1.066, -1.552)  (-0.542, -1.925)  (-1.062, -1.595)  (0.919, -1.775)  (1.639, -1.143)  (1.985, 0.244)  (1.927, 0.534)  (1.640, 1.144)  (0.136, 1.565)  (0.176, 1.992)  (-0.573, 1.916)  (0.006, 1.047)  (-1.839, 0.785)
step= 47  t=47.000  (-1.926, -0.288)  (-1.774, -0.922)  (-1.088, -1.550)  (-0.542, -1.924)  (-1.067, -1.512)  (0.919, -1.775)  (1.640, -1.143)  (1.997, 0.112)  (1.927, 0.534)  (1.640, 1.144)  (0.187, 1.652)  (0.176, 1.992)  (-0.573, 1.915)  (-0.120, 0.902)  (-1.838, 0.784)
step= 48  t=48.000  (-1.981, -0.266)  (-1.774, -0.922)  (-1.092, -1.565)  (-0.542, -1.924)  (-1.044, -1.393)  (0.919, -1.775)  (1.640, -1.143)  (1.999, 0.057)  (1.926, 0.534)  (1.640, 1.144)  (0.371, 1.537)  (0.176, 1.992)  (-0.573, 1.915)  (-0.695, 0.788)  (-1.838, 0.784)
step= 49  t=49.000  (-1.981, -0.266)  (-1.774, -0.922)  (-1.137, -1.592)  (-0.542, -1.924)  (-0.902, -1.139)  (0.919, -1.775)  (1.640, -1.143)  (1.901, -0.618)  (1.926, 0.534)  (1.640, 1.144)  (1.063, 1.693)  (0.176, 1.991)  (-0.573, 1.915)  (-0.943, 1.029)  (-1.838, 0.784)
step= 50  t=50.000  (-1.981, -0.266)  (-1.774, -0.922)  (-1.248, -1.562)  (-0.542, -1.924)  (-0.349, -0.787)  (0.919, -1.775)  (1.640, -1.143)  (1.901, -0.618)  (1.926, 0.534)  (1.639, 1.143)  (1.063, 1.693)  (0.176, 1.991)  (-0.573, 1.915)  (-1.100, 1.111)  (-1.838, 0.784)
step= 51  t=51.000  (-1.981, -0.266)  (-1.774, -0.922)  (-1.362, -1.462)  (-0.542, -1.924)  (-0.053, -1.104)  (0.919, -1.775)  (1.640, -1.143)  (1.901, -0.618)  (1.926, 0.534)  (1.640, 1.144)  (1.063, 1.693)  (0.176, 1.991)  (-0.573, 1.915)  (-1.203, 1.180)  (-1.839, 0.784)
step= 52  t=52.000  (-1.981, -0.266)  (-1.774, -0.922)  (-1.362, -1.462)  (-0.542, -1.924)  (0.283, -1.215)  (0.919, -1.775)  (1.640, -1.143)  (1.883, -0.530)  (1.928, 0.526)  (1.640, 1.143)  (1.063, 1.693)  (0.176, 1.991)  (-0.573, 1.915)  (-1.261, 1.225)  (-1.839, 0.784)
step= 53  t=53.000  (-1.981, -0.266)  (-1.774, -0.922)  (-1.362, -1.463)  (-0.542, -1.924)  (0.408, -1.363)  (0.919, -1.775)  (1.640, -1.143)  (1.780, -0.481)  (1.940, 0.487)  (1.640, 1.143)  (1.063, 1.693)  (0.176, 1.991)  (-0.573, 1.915)  (-1.309, 1.269)  (-1.839, 0.784)
step= 54  t=54.000  (-1.981, -0.266)  (-1.774, -0.922)  (-1.362, -1.463)  (-0.542, -1.924)  (0.485, -1.477)  (0.919, -1.775)  (1.640, -1.143)  (1.691, -0.563)  (1.947, 0.457)  (1.640, 1.144)  (1.063, 1.693)  (0.176, 1.991)  (-0.573, 1.915)  (-1.338, 1.297)  (-1.839, 0.784)
step= 55  t=55.000  (-1.981, -0.266)  (-1.774, -0.922)  (-1.362, -1.463)  (-0.542, -1.924)  (0.546, -1.591)  (0.919, -1.775)  (1.640, -1.143)  (1.682, -0.566)  (1.935, 0.505)  (1.640, 1.144)  (1.063, 1.693)  (0.176, 1.991)  (-0.573, 1.915)  (-1.424, 1.402)  (-1.839, 0.784)
step= 56  t=56.000  (-1.981, -0.266)  (-1.774, -0.922)  (-1.362, -1.463)  (-0.542, -1.924)  (0.594, -1.762)  (0.919, -1.775)  (1.640, -1.143)  (1.659, -0.558)  (1.932, 0.516)  (1.640, 1.144)  (1.063, 1.693)  (0.176, 1.991)  (-0.573, 1.915)  (-1.424, 1.402)  (-1.839, 0.784)
step= 57  t=57.000  (-1.981, -0.266)  (-1.774, -0.922)  (-1.362, -1.463)  (-0.542, -1.924)  (0.586, -1.911)  (0.920, -1.775)  (1.640, -1.144)  (1.644, -0.551)  (1.925, 0.540)  (1.640, 1.144)  (1.063, 1.693)  (0.176, 1.991)  (-0.573, 1.915)  (-1.424, 1.402)  (-1.839, 0.784)
step= 58  t=58.000  (-1.981, -0.266)  (-1.774, -0.922)  (-1.363, -1.463)  (-0.542, -1.924)  (0.586, -1.911)  (0.920, -1.775)  (1.640, -1.144)  (1.614, -0.539)  (1.925, 0.540)  (1.640, 1.144)  (1.063, 1.693)  (0.176, 1.991)  (-0.573, 1.915)  (-1.424, 1.402)  (-1.839, 0.784)
step= 59  t=59.000  (-1.981, -0.266)  (-1.774, -0.922)  (-1.363, -1.463)  (-0.542, -1.924)  (0.586, -1.911)  (0.920, -1.775)  (1.640, -1.144)  (1.594, -0.531)  (1.925, 0.540)  (1.640, 1.144)  (1.063, 1.693)  (0.176, 1.991)  (-0.573, 1.915)  (-1.424, 1.402)  (-1.839, 0.784)
step= 60  t=60.000  (-1.981, -0.266)  (-1.774, -0.922)  (-1.363, -1.463)  (-0.542, -1.924)  (0.586, -1.911)  (0.920, -1.775)  (1.640, -1.144)  (1.900, -0.621)  (1.924, 0.540)  (1.640, 1.144)  (1.063, 1.693)  (0.176, 1.991)  (-0.573, 1.915)  (-1.424, 1.402)  (-1.839, 0.785)
step= 61  t=61.000  (-1.981, -0.266)  (-1.774, -0.922)  (-1.363, -1.463)  (-0.542, -1.924)  (0.586, -1.911)  (0.920, -1.775)  (1.640, -1.144)  (1.900, -0.621)  (1.925, 0.540)  (1.640, 1.144)  (1.063, 1.693)  (0.176, 1.991)  (-0.573, 1.915)  (-1.424, 1.402)  (-1.839, 0.785)
step= 62  t=62.000  (-1.981, -0.266)  (-1.774, -0.922)  (-1.363, -1.463)  (-0.542, -1.924)  (0.586, -1.911)  (0.920, -1.775)  (1.640, -1.144)  (1.900, -0.621)  (1.925, 0.540)  (1.640, 1.144)  (1.063, 1.693)  (0.176, 1.991)  (-0.573, 1.915)  (-1.424, 1.402)  (-1.839, 0.785)
step= 63  t=63.000  (-1.981, -0.266)  (-1.774, -0.922)  (-1.363, -1.463)  (-0.542, -1.924)  (0.586, -1.911)  (0.920, -1.775)  (1.640, -1.144)  (1.900, -0.621)  (1.925, 0.540)  (1.640, 1.144)  (1.063, 1.693)  (0.176, 1.991)  (-0.573, 1.915)  (-1.424, 1.402)  (-1.839, 0.785)
step= 64  t=64.000  (-1.981, -0.266)  (-1.774, -0.922)  (-1.363, -1.463)  (-0.542, -1.924)  (0.586, -1.911)  (0.920, -1.775)  (1.640, -1.144)  (1.900, -0.621)  (1.925, 0.540)  (1.640, 1.144)  (1.063, 1.693)  (0.176, 1.991)  (-0.573, 1.915)  (-1.424, 1.402)  (-1.839, 0.785)
step= 65  t=65.000  (-1.981, -0.266)  (-1.774, -0.922)  (-1.363, -1.463)  (-0.542, -1.924)  (0.586, -1.911)  (0.920, -1.775)  (1.640, -1.144)  (1.900, -0.621)  (1.925, 0.540)  (1.640, 1.144)  (1.063, 1.693)  (0.176, 1.991)  (-0.573, 1.915)  (-1.425, 1.403)  (-1.839, 0.785)
step= 66  t=66.000  (-1.981, -0.266)  (-1.774, -0.922)  (-1.363, -1.463)  (-0.542, -1.924)  (0.586, -1.911)  (0.920, -1.775)  (1.640, -1.144)  (1.900, -0.621)  (1.925, 0.540)  (1.640, 1.144)  (1.063, 1.693)  (0.176, 1.991)  (-0.573, 1.915)  (-1.425, 1.403)  (-1.839, 0.785)
step= 67  t=67.000  (-1.981, -0.266)  (-1.774, -0.922)  (-1.363, -1.463)  (-0.542, -1.924)  (0.586, -1.911)  (0.920, -1.775)  (1.640, -1.144)  (1.900, -0.621)  (1.925, 0.540)  (1.640, 1.144)  (1.063, 1.693)  (0.176, 1.991)  (-0.573, 1.915)  (-1.425, 1.403)  (-1.839, 0.785)
step= 68  t=68.000  (-1.981, -0.266)  (-1.774, -0.922)  (-1.363, -1.463)  (-0.542, -1.924)  (0.586, -1.911)  (0.920, -1.775)  (1.640, -1.144)  (1.900, -0.621)  (1.925, 0.540)  (1.640, 1.144)  (1.063, 1.693)  (0.176, 1.991)  (-0.573, 1.915)  (-1.425, 1.403)  (-1.839, 0.785)
step= 69  t=69.000  (-1.981, -0.266)  (-1.774, -0.922)  (-1.363, -1.463)  (-0.542, -1.924)  (0.586, -1.911)  (0.920, -1.775)  (1.640, -1.144)  (1.900, -0.621)  (1.925, 0.540)  (1.640, 1.144)  (1.063, 1.693)  (0.176, 1.991)  (-0.573, 1.915)  (-1.425, 1.403)  (-1.839, 0.785)
step= 70  t=70.000  (-1.981, -0.266)  (-1.774, -0.922)  (-1.363, -1.463)  (-0.542, -1.924)  (0.586, -1.911)  (0.920, -1.775)  (1.640, -1.144)  (1.900, -0.621)  (1.925, 0.540)  (1.640, 1.144)  (1.063, 1.693)  (0.176, 1.991)  (-0.573, 1.915)  (-1.425, 1.403)  (-1.839, 0.785)
step= 71  t=71.000  (-1.981, -0.266)  (-1.774, -0.922)  (-1.363, -1.463)  (-0.542, -1.924)  (0.586, -1.911)  (0.920, -1.775)  (1.640, -1.144)  (1.900, -0.621)  (1.925, 0.540)  (1.640, 1.144)  (1.063, 1.693)  (0.176, 1.991)  (-0.573, 1.915)  (-1.425, 1.403)  (-1.839, 0.785)
step= 72  t=72.000  (-1.981, -0.266)  (-1.774, -0.922)  (-1.363, -1.463)  (-0.542, -1.924)  (0.586, -1.911)  (0.920, -1.775)  (1.640, -1.144)  (1.900, -0.621)  (1.925, 0.540)  (1.640, 1.144)  (1.063, 1.693)  (0.176, 1.991)  (-0.573, 1.915)  (-1.425, 1.403)  (-1.839, 0.785)
step= 73  t=73.000  (-1.981, -0.266)  (-1.774, -0.922)  (-1.363, -1.463)  (-0.542, -1.924)  (0.586, -1.911)  (0.920, -1.775)  (1.640, -1.144)  (1.900, -0.621)  (1.925, 0.540)  (1.640, 1.144)  (1.063, 1.693)  (0.176, 1.991)  (-0.573, 1.915)  (-1.425, 1.403)  (-1.839, 0.785)
step= 74  t=74.000  (-1.981, -0.266)  (-1.774, -0.922)  (-1.363, -1.463)  (-0.542, -1.924)  (0.586, -1.911)  (0.920, -1.775)  (1.640, -1.144)  (1.900, -0.621)  (1.925, 0.540)  (1.640, 1.144)  (1.063, 1.693)  (0.176, 1.991)  (-0.573, 1.915)  (-1.425, 1.403)  (-1.839, 0.785)
