step= 0  t=0.000  (-1.999, 0.000)  (-1.826, -0.813)  (-1.338, -1.486)  (-0.618, -1.901)  (0.209, -1.988)  (1.000, -1.731)  (1.617, -1.175)  (1.956, -0.416)  (1.956, 0.416)  (1.617, 1.175)  (1.000, 1.731)  (0.209, 1.988)  (-0.618, 1.901)  (-1.338, 1.486)  (-1.826, 0.813)
step= 21  t=21.000  (-1.999, 0.000)  (-1.826, -0.813)  (-1.338, -1.486)  (-0.618, -1.901)  (0.209, -1.988)  (1.000, -1.731)  (1.617, -1.175)  (1.956, -0.416)  (1.956, 0.416)  (1.617, 1.175)  (1.000, 1.731)  (0.209, 1.988)  (-0.618, 1.901)  (-1.338, 1.486)  (-1.826, 0.813)
step= 22  t=22.000  (-1.999, 0.000)  (-1.826, -0.813)  (-1.338, -1.486)  (-0.618, -1.901)  (0.209, -1.988)  (1.000, -1.731)  (1.617, -1.175)  (1.956, -0.416)  (1.956, 0.416)  (1.617, 1.175)  (1.000, 1.731)  (0.209, 1.988)  (-0.618, 1.901)  (-1.338, 1.486)  (-1.826, 0.813)
step= 23  t=23.000  (-1.999, 0.000)  (-1.826, -0.813)  (-1.338, -1.486)  (-0.618, -1.901)  (0.209, -1.988)  (1.000, -1.731)  (1.617, -1.175)  (1.956, -0.416)  (1.956, 0.416)  (1.617, 1.175)  (1.000, 1.731)  (0.209, 1.988)  (-0.618, 1.901)  (-1.338, 1.486)  (-1.826, 0.813)
step= 24  t=24.000  (-1.999, 0.000)  (-1.826, -0.813)  (-1.338, -1.486)  (-0.618, -1.901)  (0.209, -1.988)  (1.000, -1.731)  (1.617, -1.175)  (1.956, -0.416)  (1.956, 0.416)  (1.617, 1.175)  (1.000, 1.731)  (0.209, 1.988)  (-0.618, 1.901)  (-1.338, 1.486)  (-1.826, 0.813)
step= 25  t=25.000  (-1.999, 0.000)  (-1.826, -0.813)  (-1.338, -1.486)  (-0.618, -1.901)  (0.209, -1.988)  (1.000, -1.731)  (1.617, -1.175)  (1.956, -0.416)  (1.956, 0.416)  (1.617, 1.175)  (1.000, 1.731)  (0.209, 1.988)  (-0.618, 1.901)  (-1.338, 1.486)  (-1.826, 0.813)
step= 26  t=26.000  (-1.999, 0.000)  (-1.826, -0.813)  (-1.338, -1.486)  (-0.618, -1.901)  (0.209, -1.988)  (1.000, -1.731)  (1.617, -1.175)  (1.956, -0.416)  (1.956, 0.416)  (1.617, 1.175)  (1.000, 1.731)  (0.209, 1.988)  (-0.618, 1.901)  (-1.338, 1.486)  (-1.826, 0.813)
step= 27  t=27.000  (-1.999, 0.000)  (-1.826, -0.813)  (-1.338, -1.486)  (-0.618, -1.901)  (0.209, -1.988)  (1.000, -1.731)  (1.617, -1.175)  (1.956, -0.416)  (1.956, 0.416)  (1.617, 1.175)  (1.000, 1.731)  (0.209, 1.988)  (-0.618, 1.901)  (-1.338, 1.486)  (-1.826, 0.813)
step= 28  t=28.000  (-1.999, -0.000)  (-1.826, -0.813)  (-1.338, -1.486)  (-0.618, -1.901)  (0.209, -1.988)  (0.999, -1.731)  (1.617, -1.175)  (1.955, -0.416)  (1.955, 0.416)  (1.617, 1.175)  (0.999, 1.731)  (0.209, 1.988)  (-0.618, 1.901)  (-1.338, 1.485)  (-1.826, 0.813)
step= 29  t=29.000  (-1.999, -0.000)  (-1.826, -0.813)  (-1.338, -1.486)  (-0.618, -1.901)  (0.209, -1.988)  (1.000, -1.731)  (1.617, -1.175)  (1.955, -0.416)  (1.956, 0.416)  (1.617, 1.175)  (0.999, 1.731)  (0.209, 1.988)  (-0.618, 1.901)  (-1.338, 1.486)  (-1.826, 0.813)
step= 30  t=30.000  (-1.999, -0.000)  (-1.826, -0.813)  (-1.338, -1.486)  (-0.618, -1.901)  (0.209, -1.988)  (1.000, -1.731)  (1.617, -1.175)  (1.956, -0.416)  (1.956, 0.416)  (1.617, 1.175)  (1.000, 1.732)  (0.209, 1.988)  (-0.618, 1.901)  (-1.338, 1.486)  (-1.826, 0.813)
step= 31  t=31.000  (-1.999, -0.000)  (-1.826, -0.813)  (-1.338, -1.486)  (-0.618, -1.901)  (0.209, -1.988)  (1.000, -1.731)  (1.618, -1.175)  (1.956, -0.416)  (1.956, 0.416)  (1.617, 1.175)  (1.000, 1.731)  (0.209, 1.988)  (-0.618, 1.901)  (-1.338, 1.486)  (-1.826, 0.813)
step= 32  t=32.000  (-1.845, -0.010)  (-1.692, -0.749)  (-1.312, -1.439)  (-0.612, -1.844)  (0.198, -1.785)  (0.923, -1.609)  (1.618, -1.176)  (0.371, -0.072)  (1.837, 0.368)  (1.531, 1.076)  (0.733, 1.245)  (0.172, 1.504)  (-0.544, 1.650)  (-1.238, 1.406)  (-1.632, 0.735)
step= 33  t=33.000  (1.894, 0.641)  (-1.613, -0.666)  (-1.131, -1.036)  (-0.043, -1.144)  (0.217, -1.696)  (0.815, -1.550)  (1.594, -1.208)  (1.093, -0.141)  (1.936, 0.459)  (1.683, 1.044)  (0.781, 1.328)  (0.147, 1.577)  (-0.673, 1.696)  (-1.330, 1.494)  (-1.518, 0.675)
step= 34  t=34.000  (-0.073, 0.426)  (-1.826, -0.814)  (-1.297, -1.039)  (-0.403, -1.143)  (0.394, -1.872)  (0.781, -1.559)  (1.678, -1.088)  (1.512, -0.319)  (1.784, 0.418)  (1.688, 0.958)  (0.744, 1.425)  (0.232, 1.506)  (-0.969, 1.750)  (-1.283, 1.534)  (-1.535, 0.721)
step= 35  t=35.000  (-1.157, 0.200)  (-1.828, -0.811)  (-1.109, -1.105)  (-0.471, -1.194)  (0.328, -1.796)  (0.821, -1.490)  (1.626, -1.165)  (1.569, -0.324)  (1.739, 0.415)  (1.751, 0.967)  (0.678, 1.352)  (0.260, 1.466)  (-0.921, 1.775)  (-1.292, 1.512)  (-1.531, 0.718)
step= 36  t=36.000  (-1.704, 0.044)  (-1.875, -0.697)  (-0.964, -1.125)  (-0.471, -1.254)  (0.331, -1.766)  (0.729, -1.525)  (1.609, -1.188)  (1.676, -0.206)  (1.682, 0.411)  (1.672, 1.098)  (0.654, 1.328)  (0.303, 1.478)  (-0.767, 1.604)  (-1.375, 1.452)  (-1.528, 0.739)
step= 37  t=37.000  (-1.925, 0.019)  (-1.910, -0.595)  (-0.721, -1.204)  (-0.476, -1.267)  (0.322, -1.699)  (0.458, -1.725)  (1.492, -1.146)  (1.670, -0.202)  (1.728, 0.325)  (1.720, 1.021)  (0.607, 1.245)  (0.336, 1.371)  (-0.696, 1.536)  (-1.398, 1.431)  (-1.601, 0.641)
step= 38  t=38.000  (-1.983, -0.010)  (-1.933, -0.513)  (-0.690, -1.172)  (-0.621, -1.286)  (0.414, -1.637)  (0.367, -1.765)  (1.356, -0.976)  (1.666, -0.108)  (1.620, 0.252)  (1.629, 1.044)  (0.566, 1.118)  (0.352, 1.114)  (-0.674, 1.413)  (-1.413, 1.376)  (-1.686, 0.809)
step= 39  t=39.000  (-1.950, 0.019)  (-1.879, -0.510)  (-0.727, -1.003)  (-0.785, -1.125)  (0.397, -1.402)  (0.097, -1.976)  (0.966, -0.730)  (1.471, -0.167)  (1.450, 0.163)  (1.977, 0.303)  (0.741, 1.085)  (0.213, 0.800)  (-0.626, 1.458)  (-0.834, 1.153)  (-1.730, 0.995)
step= 40  t=40.000  (-1.995, 0.107)  (-1.688, -0.338)  (-0.675, -0.832)  (-0.707, -1.045)  (0.290, -1.220)  (-0.219, -1.747)  (0.534, -0.139)  (1.178, -0.098)  (0.791, 0.239)  (1.859, 0.465)  (0.752, 1.101)  (0.153, 0.541)  (-0.330, 1.031)  (-0.742, 0.616)  (-1.268, 0.706)
step= 41  t=41.000  (-1.292, 0.393)  (-0.979, -0.252)  (-0.538, -0.792)  (-0.711, -0.878)  (0.609, -1.890)  (-0.311, -1.605)  (0.822, -0.185)  (0.460, -0.037)  (0.728, -0.004)  (1.712, 0.765)  (0.699, 1.046)  (0.067, 0.362)  (-0.517, 0.973)  (-1.110, 0.703)  (-1.120, 0.808)
step= 42  t=42.000  (-1.159, 0.467)  (-1.810, -0.850)  (-0.397, -0.146)  (-0.417, -0.463)  (0.618, -1.889)  (0.419, -1.682)  (1.739, -0.439)  (-0.096, 0.374)  (1.331, -1.040)  (1.570, 1.238)  (0.381, 0.626)  (0.101, 0.277)  (-0.428, 0.706)  (-0.886, 0.623)  (-0.628, 0.374)
step= 43  t=43.000  (-1.277, 0.675)  (-1.810, -0.850)  (-0.537, 0.110)  (-0.153, -0.198)  (0.612, -1.897)  (0.815, -1.683)  (1.826, -0.816)  (-1.604, 0.749)  (1.097, -0.582)  (1.570, 1.238)  (0.966, 0.260)  (0.033, 0.346)  (-0.572, 0.093)  (-1.999, 0.072)  (-0.806, 0.447)
step= 44  t=44.000  (-1.347, 0.738)  (-1.810, -0.850)  (-0.188, 0.262)  (-0.160, -0.056)  (0.452, -1.948)  (0.982, -1.667)  (1.593, -1.209)  (-1.108, 0.818)  (1.338, 0.027)  (1.570, 1.238)  (1.669, 0.782)  (0.101, 0.601)  (-1.077, 0.168)  (-1.439, 0.110)  (-0.943, 0.555)
step= 45  t=45.000  (-1.559, 0.730)  (-1.810, -0.850)  (0.002, 0.290)  (-0.662, -0.659)  (0.493, -1.938)  (0.969, -1.611)  (1.593, -1.209)  (-0.911, 0.749)  (1.901, 0.395)  (1.570, 1.238)  (1.359, 1.467)  (0.703, 1.261)  (-1.156, 0.401)  (-1.370, 0.492)  (-1.280, 0.467)
step= 46  t=46.000  (-1.495, 0.579)  (-1.810, -0.850)  (-0.133, -0.729)  (-0.567, -1.918)  (0.531, -1.928)  (1.000, -1.559)  (1.592, -1.209)  (-0.952, 0.679)  (1.941, 0.482)  (1.570, 1.238)  (0.952, 1.758)  (0.697, 1.833)  (-0.885, 0.339)  (-1.643, 1.022)  (-1.407, 0.537)
step= 47  t=47.000  (-1.428, 0.392)  (-1.810, -0.850)  (-0.987, -0.976)  (-0.567, -1.917)  (0.522, -1.931)  (1.027, -1.539)  (1.592, -1.209)  (-1.009, 0.676)  (1.941, 0.482)  (1.569, 1.238)  (0.952, 1.758)  (0.525, 1.930)  (-0.305, 0.533)  (-1.587, 1.217)  (-1.736, 0.498)
step= 48  t=48.000  (-1.588, 0.004)  (-1.809, -0.850)  (-1.329, -1.462)  (-0.567, -1.917)  (0.520, -1.931)  (1.028, -1.539)  (1.592, -1.209)  (-0.190, 1.508)  (1.941, 0.482)  (1.569, 1.238)  (0.952, 1.758)  (0.145, 1.994)  (0.072, 1.033)  (-1.473, 1.353)  (-1.785, 0.510)
step= 49  t=49.000  (-1.913, -0.180)  (-1.810, -0.850)  (-1.328, -1.494)  (-0.566, -1.917)  (0.505, -1.935)  (1.027, -1.537)  (1.592, -1.209)  (0.699, 1.477)  (1.940, 0.482)  (1.569, 1.238)  (0.952, 1.758)  (0.145, 1.994)  (0.072, 1.007)  (-1.228, 1.578)  (-1.830, 0.804)
step= 50  t=50.000  (-1.994, -0.144)  (-1.810, -0.850)  (-1.328, -1.494)  (-0.566, -1.917)  (0.507, -1.935)  (1.029, -1.537)  (1.592, -1.209)  (1.866, 0.720)  (1.940, 0.482)  (1.569, 1.238)  (0.952, 1.758)  (0.145, 1.994)  (-0.568, 1.623)  (-1.228, 1.578)  (-1.830, 0.804)
step= 51  t=51.000  (-1.994, -0.144)  (-1.810, -0.850)  (-1.328, -1.494)  (-0.566, -1.917)  (0.487, -1.940)  (1.030, -1.538)  (1.592, -1.209)  (1.910, -0.588)  (1.940, 0.482)  (1.570, 1.238)  (0.952, 1.758)  (0.145, 1.994)  (-0.497, 1.936)  (-1.228, 1.578)  (-1.831, 0.804)
step= 52  t=52.000  (-1.994, -0.144)  (-1.810, -0.850)  (-1.328, -1.494)  (-0.566, -1.917)  (0.475, -1.943)  (1.036, -1.539)  (1.592, -1.209)  (1.910, -0.588)  (1.940, 0.482)  (1.570, 1.238)  (0.952, 1.758)  (0.145, 1.994)  (-0.497, 1.936)  (-1.228, 1.578)  (-1.830, 0.804)
step= 53  t=53.000  (-1.994, -0.144)  (-1.810, -0.850)  (-1.328, -1.494)  (-0.566, -1.917)  (0.028, -1.999)  (1.118, -1.657)  (1.592, -1.209)  (1.910, -0.588)  (1.940, 0.482)  (1.570, 1.238)  (0.952, 1.758)  (0.145, 1.994)  (-0.497, 1.936)  (-1.227, 1.578)  (-1.830, 0.804)
step= 54  t=54.000  (-1.994, -0.144)  (-1.810, -0.850)  (-1.328, -1.494)  (-0.566, -1.917)  (0.028, -1.999)  (1.118, -1.657)  (1.592, -1.209)  (1.910, -0.588)  (1.940, 0.482)  (1.570, 1.238)  (0.952, 1.758)  (0.145, 1.994)  (-0.497, 1.936)  (-1.227, 1.578)  (-1.830, 0.804)
step= 55  t=55.000  (-1.994, -0.144)  (-1.810, -0.850)  (-1.328, -1.494)  (-0.566, -1.917)  (0.028, -1.999)  (1.118, -1.657)  (1.592, -1.209)  (1.910, -0.588)  (1.940, 0.482)  (1.570, 1.238)  (0.952, 1.758)  (0.145, 1.994)  (-0.497, 1.936)  (-1.227, 1.578)  (-1.830, 0.804)
step= 56  t=56.000  (-1.994, -0.144)  (-1.810, -0.850)  (-1.328, -1.494)  (-0.566, -1.917)  (0.028, -1.999)  (1.118, -1.657)  (1.592, -1.209)  (1.911, -0.588)  (1.940, 0.482)  (1.570, 1.238)  (0.952, 1.758)  (0.145, 1.994)  (-0.497, 1.936)  (-1.227, 1.578)  (-1.830, 0.804)
step= 57  t=57.000  (-1.994, -0.144)  (-1.810, -0.850)  (-1.328, -1.494)  (-0.566, -1.917)  (0.028, -1.999)  (1.118, -1.657)  (1.592, -1.209)  (1.911, -0.588)  (1.940, 0.482)  (1.570, 1.238)  (0.952, 1.758)  (0.145, 1.994)  (-0.497, 1.936)  (-1.227, 1.578)  (-1.830, 0.804)
step= 58  t=58.000  (-1.994, -0.144)  (-1.810, -0.850)  (-1.328, -1.494)  (-0.566, -1.917)  (0.028, -1.999)  (1.118, -1.657)  (1.592, -1.209)  (1.911, -0.588)  (1.940, 0.482)  (1.570, 1.238)  (0.952, 1.758)  (0.145, 1.994)  (-0.497, 1.936)  (-1.227, 1.578)  (-1.830, 0.804)
step= 59  t=59.000  (-1.994, -0.144)  (-1.810, -0.850)  (-1.328, -1.494)  (-0.566, -1.917)  (0.028, -1.999)  (1.118, -1.657)  (1.592, -1.209)  (1.911, -0.588)  (1.940, 0.482)  (1.570, 1.238)  (0.952, 1.758)  (0.145, 1.994)  (-0.497, 1.936)  (-1.227, 1.578)  (-1.830, 0.804)
step= 60  t=60.000  (-1.994, -0.144)  (-1.810, -0.850)  (-1.328, -1.494)  (-0.567, -1.917)  (0.028, -1.999)  (1.118, -1.657)  (1.592, -1.209)  (1.911, -0.588)  (1.940, 0.482)  (1.570, 1.238)  (0.952, 1.758)  (0.145, 1.994)  (-0.497, 1.936)  (-1.227, 1.578)  (-1.830, 0.804)
step= 61  t=61.000  (-1.994, -0.144)  (-1.810, -0.850)  (-1.328, -1.494)  (-0.567, -1.917)  (0.028, -1.999)  (1.118, -1.657)  (1.592, -1.209)  (1.911, -0.588)  (1.940, 0.482)  (1.570, 1.238)  (0.952, 1.758)  (0.145, 1.994)  (-0.497, 1.936)  (-1.227, 1.578)  (-1.830, 0.804)
step= 62  t=62.000  (-1.994, -0.144)  (-1.810, -0.850)  (-1.328, -1.494)  (-0.567, -1.917)  (0.028, -1.999)  (1.118, -1.657)  (1.592, -1.209)  (1.911, -0.588)  (1.940, 0.482)  (1.570, 1.238)  (0.952, 1.758)  (0.145, 1.994)  (-0.497, 1.936)  (-1.227, 1.578)  (-1.830, 0.804)
step= 63  t=63.000  (-1.994, -0.144)  (-1.810, -0.850)  (-1.328, -1.494)  (-0.567, -1.917)  (0.028, -1.999)  (1.118, -1.657)  (1.592, -1.209)  (1.911, -0.588)  (1.940, 0.482)  (1.570, 1.238)  (0.952, 1.758)  (0.145, 1.994)  (-0.497, 1.936)  (-1.227, 1.578)  (-1.830, 0.804)
step= 64  t=64.000  (-1.994, -0.144)  (-1.810, -0.850)  (-1.328, -1.494)  (-0.567, -1.917)  (0.028, -1.999)  (1.118, -1.657)  (1.592, -1.209)  (1.911, -0.588)  (1.940, 0.482)  (1.570, 1.238)  (0.952, 1.758)  (0.145, 1.994)  (-0.497, 1.936)  (-1.227, 1.578)  (-1.830, 0.804)
step= 65  t=65.000  (-1.994, -0.144)  (-1.810, -0.850)  (-1.328, -1.494)  (-0.567, -1.917)  (0.028, -1.999)  (1.118, -1.657)  (1.592, -1.209)  (1.911, -0.588)  (1.940, 0.482)  (1.570, 1.238)  (0.952, 1.758)  (0.145, 1.994)  (-0.497, 1.936)  (-1.227, 1.578)  (-1.830, 0.804)
step= 66  t=66.000  (-1.994, -0.144)  (-1.810, -0.850)  (-1.328, -1.494)  (-0.567, -1.917)  (0.028, -1.999)  (1.118, -1.657)  (1.592, -1.209)  (1.911, -0.588)  (1.940, 0.482)  (1.570, 1.238)  (0.952, 1.758)  (0.145, 1.994)  (-0.497, 1.936)  (-1.227, 1.578)  (-1.830, 0.804)
step= 67  t=67.000  (-1.994, -0.144)  (-1.810, -0.850)  (-1.328, -1.494)  (-0.567, -1.917)  (0.028, -1.999)  (1.118, -1.657)  (1.592, -1.209)  (1.911, -0.588)  (1.940, 0.482)  (1.570, 1.238)  (0.952, 1.758)  (0.145, 1.994)  (-0.497, 1.936)  (-1.227, 1.578)  (-1.830, 0.804)
step= 68  t=68.000  (-1.994, -0.144)  (-1.810, -0.850)  (-1.328, -1.494)  (-0.567, -1.917)  (0.028, -1.999)  (1.118, -1.657)  (1.592, -1.209)  (1.911, -0.588)  (1.940, 0.482)  (1.570, 1.238)  (0.952, 1.758)  (0.145, 1.994)  (-0.497, 1.936)  (-1.227, 1.578)  (-1.830, 0.804)
step= 69  t=69.000  (-1.994, -0.144)  (-1.810, -0.850)  (-1.328, -1.494)  (-0.567, -1.917)  (0.028, -1.999)  (1.118, -1.657)  (1.592, -1.209)  (1.911, -0.588)  (1.940, 0.482)  (1.570, 1.238)  (0.952, 1.758)  (0.145, 1.994)  (-0.497, 1.936)  (-1.227, 1.578)  (-1.830, 0.804)
step= 70  t=70.000  (-1.994, -0.144)  (-1.810, -0.850)  (-1.328, -1.494)  (-0.567, -1.917)  (0.028, -1.999)  (1.118, -1.657)  (1.592, -1.209)  (1.911, -0.588)  (1.940, 0.482)  (1.570, 1.238)  (0.952, 1.758)  (0.145, 1.994)  (-0.497, 1.936)  (-1.227, 1.578)  (-1.830, 0.804)
step= 71  t=71.000  (-1.994, -0.144)  (-1.810, -0.850)  (-1.328, -1.494)  (-0.567, -1.917)  (0.028, -1.999)  (1.118, -1.657)  (1.592, -1.209)  (1.911, -0.588)  (1.940, 0.482)  (1.570, 1.238)  (0.952, 1.758)  (0.145, 1.994)  (-0.497, 1.936)  (-1.227, 1.578)  (-1.830, 0.804)
step= 72  t=72.000  (-1.994, -0.144)  (-1.810, -0.850)  (-1.328, -1.494)  (-0.567, -1.917)  (0.028, -1.999)  (1.118, -1.657)  (1.592, -1.209)  (1.911, -0.588)  (1.940, 0.482)  (1.570, 1.238)  (0.952, 1.758)  (0.145, 1.994)  (-0.497, 1.936)  (-1.227, 1.578)  (-1.830, 0.804)
step= 73  t=73.000  (-1.994, -0.144)  (-1.810, -0.850)  (-1.328, -1.494)  (-0.567, -1.917)  (0.028, -1.999)  (1.118, -1.657)  (1.592, -1.209)  (1.911, -0.588)  (1.940, 0.482)  (1.570, 1.238)  (0.952, 1.758)  (0.145, 1.994)  (-0.497, 1.936)  (-1.227, 1.578)  (-1.830, 0.804)
step= 74  t=74.000  (-1.994, -0.144)  (-1.810, -0.850)  (-1.328, -1.494)  (-0.567, -1.917)  (0.028, -1.999)  (1.118, -1.657)  (1.592, -1.209)  (1.911, -0.588)  (1.940, 0.482)  (1.570, 1.238)  (0.952, 1.758)  (0.145, 1.994)  (-0.497, 1.936)  (-1.227, 1.578)  (-1.830, 0.804)
